Item 1: Name: Dagger, Sprite: 1, SpriteFrame: 0, Color: 0
Item 52: Name: GreatSword+2, Sprite: 1, SpriteFrame: 10, Color: 0
Item 53: Name: GreatSword(S.C), Sprite: 1, SpriteFrame: 10, Color: 0
Item 54: Name: Flameberge, Sprite: 1, SpriteFrame: 11, Color: 0
Item 55: Name: Flameberge+1, Sprite: 1, SpriteFrame: 11, Color: 0
Item 56: Name: Flameberge+2, Sprite: 1, SpriteFrame: 11, Color: 0
Item 57: Name: Flameberge(S.C), Sprite: 1, SpriteFrame: 11, Color: 0
Item 59: Name: LightAxe, Sprite: 15, SpriteFrame: 2, Color: 0
Item 60: Name: LightAxe+1, Sprite: 15, SpriteFrame: 2, Color: 0
Item 61: Name: LightAxe+2, Sprite: 15, SpriteFrame: 2, Color: 0
Item 62: Name: Tomahoc, Sprite: 15, SpriteFrame: 2, Color: 0
Item 63: Name: Tomahoc+1, Sprite: 15, SpriteFrame: 2, Color: 0
Item 64: Name: Tomahoc+2, Sprite: 15, SpriteFrame: 2, Color: 0
Item 65: Name: SexonAxe, Sprite: 15, SpriteFrame: 3, Color: 0
Item 66: Name: SexonAxe+1, Sprite: 15, SpriteFrame: 3, Color: 0
Item 67: Name: SexonAxe+2, Sprite: 15, SpriteFrame: 3, Color: 0
Item 68: Name: DoubleAxe, Sprite: 15, SpriteFrame: 0, Color: 0
Item 69: Name: DoubleAxe+1, Sprite: 15, SpriteFrame: 0, Color: 0
Item 70: Name: DoubleAxe+2, Sprite: 15, SpriteFrame: 0, Color: 0
Item 71: Name: WarAxe, Sprite: 15, SpriteFrame: 1, Color: 0
Item 72: Name: WarAxe+1, Sprite: 15, SpriteFrame: 1, Color: 0
Item 73: Name: WarAxe+2, Sprite: 15, SpriteFrame: 1, Color: 0
Item 74: Name: 4BladeGoldenAxe, Sprite: 15, SpriteFrame: 4, Color: 0
Item 75: Name: ShortBow, Sprite: 2, SpriteFrame: 0, Color: 0
Item 76: Name: LongBow, Sprite: 2, SpriteFrame: 1, Color: 0
Item 77: Name: Arrow, Sprite: 6, SpriteFrame: 10, Color: 0
Item 78: Name: PoisonArrow, Sprite: 6, SpriteFrame: 10, Color: 0
Item 79: Name: WoodShield, Sprite: 3, SpriteFrame: 0, Color: 0
Item 80: Name: LeatherShield, Sprite: 3, SpriteFrame: 1, Color: 0
Item 81: Name: TargeShield, Sprite: 3, SpriteFrame: 2, Color: 0
Item 82: Name: ScootermShield, Sprite: 3, SpriteFrame: 3, Color: 0
Item 83: Name: BlondeShield, Sprite: 3, SpriteFrame: 4, Color: 0
Item 84: Name: IronShield, Sprite: 3, SpriteFrame: 5, Color: 0
Item 85: Name: LagiShield, Sprite: 3, SpriteFrame: 6, Color: 0
Item 86: Name: KnightShield, Sprite: 3, SpriteFrame: 7, Color: 0
Item 87: Name: TowerShield, Sprite: 3, SpriteFrame: 8, Color: 0
Item 88: Name: GuildAdmissionTicket, Sprite: 6, SpriteFrame: 9, Color: 0
Item 89: Name: GuildSecessionTicket, Sprite: 6, SpriteFrame: 9, Color: 0
Item 90: Name: Gold, Sprite: 6, SpriteFrame: 0, Color: 0
Item 91: Name: RedPotion, Sprite: 6, SpriteFrame: 1, Color: 0
Item 92: Name: BigRedPotion, Sprite: 6, SpriteFrame: 2, Color: 0
Item 93: Name: BluePotion, Sprite: 6, SpriteFrame: 3, Color: 0
Item 94: Name: BigBluePotion, Sprite: 6, SpriteFrame: 4, Color: 0
Item 95: Name: GreenPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 96: Name: BigGreenPotion, Sprite: 6, SpriteFrame: 6, Color: 0
Item 97: Name: DilutionPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 98: Name: Baguette, Sprite: 6, SpriteFrame: 8, Color: 0
Item 99: Name: Meat, Sprite: 6, SpriteFrame: 7, Color: 0
Item 100: Name: Fish, Sprite: 6, SpriteFrame: 11, Color: 0
Item 101: Name: RedFish, Sprite: 6, SpriteFrame: 14, Color: 0
Item 102: Name: GreenFish, Sprite: 6, SpriteFrame: 15, Color: 0
Item 103: Name: YellowFish, Sprite: 6, SpriteFrame: 16, Color: 0
Item 104: Name: Map, Sprite: 6, SpriteFrame: 9, Color: 0
Item 105: Name: FishingRod, Sprite: 14, SpriteFrame: 0, Color: 0
Item 106: Name: PretendCorpseManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 107: Name: ArcheryManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 108: Name: ShieldManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 109: Name: LongSwordManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 110: Name: FencingManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 111: Name: FishingManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 112: Name: AxeManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 113: Name: MagicResistManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 114: Name: RecallScroll, Sprite: 6, SpriteFrame: 9, Color: 0
Item 115: Name: InvisibilityScroll, Sprite: 6, SpriteFrame: 9, Color: 0
Item 116: Name: DetectInviScroll, Sprite: 6, SpriteFrame: 9, Color: 0
Item 117: Name: BleedingIslandTicket, Sprite: 6, SpriteFrame: 9, Color: 0
Item 188: Name: SnakeMeat, Sprite: 6, SpriteFrame: 17, Color: 0
Item 189: Name: SnakeSkin, Sprite: 6, SpriteFrame: 18, Color: 0
Item 190: Name: SnakeTeeth, Sprite: 6, SpriteFrame: 19, Color: 0
Item 191: Name: SnakeTongue, Sprite: 6, SpriteFrame: 20, Color: 0
Item 192: Name: AntLeg, Sprite: 6, SpriteFrame: 21, Color: 0
Item 193: Name: AntFeeler, Sprite: 6, SpriteFrame: 22, Color: 0
Item 194: Name: CyclopsEye, Sprite: 6, SpriteFrame: 23, Color: 0
Item 195: Name: CyclopsHandEdge, Sprite: 6, SpriteFrame: 24, Color: 0
Item 196: Name: CyclopsHeart, Sprite: 6, SpriteFrame: 25, Color: 0
Item 197: Name: CyclopsMeat, Sprite: 6, SpriteFrame: 26, Color: 0
Item 198: Name: CyclopsLeather, Sprite: 6, SpriteFrame: 27, Color: 0
Item 199: Name: HelboundHeart, Sprite: 6, SpriteFrame: 28, Color: 0
Item 200: Name: HelboundLeather, Sprite: 6, SpriteFrame: 29, Color: 0
Item 201: Name: HelboundTail, Sprite: 6, SpriteFrame: 30, Color: 0
Item 202: Name: HelboundTeeth, Sprite: 6, SpriteFrame: 31, Color: 0
Item 203: Name: HelboundClaw, Sprite: 6, SpriteFrame: 32, Color: 0
Item 204: Name: HelboundTongue, Sprite: 6, SpriteFrame: 33, Color: 0
Item 205: Name: LumpofClay, Sprite: 6, SpriteFrame: 34, Color: 0
Item 206: Name: OrcMeat, Sprite: 6, SpriteFrame: 35, Color: 0
Item 207: Name: OrcLeather, Sprite: 6, SpriteFrame: 36, Color: 0
Item 208: Name: OrcTeeth, Sprite: 6, SpriteFrame: 37, Color: 0
Item 209: Name: OgreHair, Sprite: 6, SpriteFrame: 38, Color: 0
Item 210: Name: OgreHeart, Sprite: 6, SpriteFrame: 39, Color: 0
Item 211: Name: OgreMeat, Sprite: 6, SpriteFrame: 40, Color: 0
Item 212: Name: OgreLeather, Sprite: 6, SpriteFrame: 41, Color: 0
Item 213: Name: OgreTeeth, Sprite: 6, SpriteFrame: 42, Color: 0
Item 214: Name: OgreClaw, Sprite: 6, SpriteFrame: 43, Color: 0
Item 215: Name: ScorpionPincers, Sprite: 6, SpriteFrame: 44, Color: 0
Item 216: Name: ScorpionMeat, Sprite: 6, SpriteFrame: 45, Color: 0
Item 217: Name: ScorpionSting, Sprite: 6, SpriteFrame: 46, Color: 0
Item 218: Name: ScorpionSkin, Sprite: 6, SpriteFrame: 47, Color: 0
Item 219: Name: SkeletonBones, Sprite: 6, SpriteFrame: 48, Color: 0
Item 220: Name: SlimeJelly, Sprite: 6, SpriteFrame: 49, Color: 0
Item 221: Name: StoneGolemPiece, Sprite: 6, SpriteFrame: 50, Color: 0
Item 222: Name: TrollHeart, Sprite: 6, SpriteFrame: 51, Color: 0
Item 223: Name: TrollMeat, Sprite: 6, SpriteFrame: 52, Color: 0
Item 224: Name: TrollLeather, Sprite: 6, SpriteFrame: 53, Color: 0
Item 225: Name: TrollClaw, Sprite: 6, SpriteFrame: 54, Color: 0
Item 226: Name: AlchemyManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 227: Name: AlchemyBowl, Sprite: 6, SpriteFrame: 55, Color: 0
Item 230: Name: MiningManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 231: Name: PickAxe, Sprite: 15, SpriteFrame: 5, Color: 0
Item 232: Name: Hoe, Sprite: 15, SpriteFrame: 9, Color: 0
Item 235: Name: ManufacturingManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 236: Name: ManufacturingHammer, Sprite: 6, SpriteFrame: 113, Color: 0
Item 237: Name: HammerAttackManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 245: Name: AresdenFlag(Master), Sprite: 6, SpriteFrame: 56, Color: 0
Item 246: Name: ElvineFlag(Master), Sprite: 6, SpriteFrame: 57, Color: 0
Item 247: Name: AresdenFlag, Sprite: 6, SpriteFrame: 56, Color: 0
Item 248: Name: ElvineFlag, Sprite: 6, SpriteFrame: 57, Color: 0
Item 250: Name: WandAttackManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 256: Name: MagicWand(MS20), Sprite: 17, SpriteFrame: 1, Color: 0
Item 257: Name: MagicWand(MS10), Sprite: 17, SpriteFrame: 1, Color: 0
Item 258: Name: MagicWand(MS0), Sprite: 17, SpriteFrame: 1, Color: 0
Item 259: Name: MagicWand(M.Shield), Sprite: 17, SpriteFrame: 1, Color: 0
Item 270: Name: HairColorPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 271: Name: HairStylePotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 272: Name: SkinColorPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 273: Name: InvisibilityPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 274: Name: SexChangePotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 275: Name: OgrePotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 276: Name: UnderWearPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 290: Name: Flameberge+3(LLF), Sprite: 1, SpriteFrame: 11, Color: 0
Item 291: Name: MagicWand(MS30-LLF), Sprite: 17, SpriteFrame: 0, Color: 0
Item 292: Name: GoldenAxe(LLF), Sprite: 15, SpriteFrame: 4, Color: 0
Item 300: Name: MagicNecklace(RM10), Sprite: 16, SpriteFrame: 4, Color: 0
Item 305: Name: MagicNecklace(DM+1), Sprite: 16, SpriteFrame: 5, Color: 0
Item 308: Name: MagicNecklace(MS10), Sprite: 16, SpriteFrame: 7, Color: 0
Item 311: Name: MagicNecklace(DF+10), Sprite: 16, SpriteFrame: 6, Color: 0
Item 315: Name: GoldNecklace, Sprite: 16, SpriteFrame: 8, Color: 0
Item 316: Name: SilverNecklace, Sprite: 16, SpriteFrame: 9, Color: 0
Item 331: Name: GoldRing, Sprite: 16, SpriteFrame: 14, Color: 0
Item 332: Name: SilverRing, Sprite: 16, SpriteFrame: 15, Color: 0
Item 333: Name: PlatinumRing, Sprite: 16, SpriteFrame: 15, Color: 0
Item 334: Name: LuckyGoldRing, Sprite: 16, SpriteFrame: 13, Color: 0
Item 335: Name: EmeraldRing, Sprite: 16, SpriteFrame: 10, Color: 0
Item 336: Name: SapphireRing, Sprite: 16, SpriteFrame: 11, Color: 0
Item 337: Name: RubyRing, Sprite: 16, SpriteFrame: 12, Color: 0
Item 338: Name: MemorialRing, Sprite: 16, SpriteFrame: 12, Color: 0
Item 350: Name: Diamond, Sprite: 16, SpriteFrame: 42, Color: 0
Item 351: Name: Ruby, Sprite: 16, SpriteFrame: 43, Color: 0
Item 352: Name: Sapphire, Sprite: 16, SpriteFrame: 44, Color: 0
Item 353: Name: Emerald, Sprite: 16, SpriteFrame: 45, Color: 0
Item 354: Name: GoldNugget, Sprite: 16, SpriteFrame: 21, Color: 0
Item 355: Name: Coal, Sprite: 16, SpriteFrame: 22, Color: 0
Item 356: Name: SilverNugget, Sprite: 16, SpriteFrame: 23, Color: 0
Item 357: Name: IronOre, Sprite: 16, SpriteFrame: 24, Color: 0
Item 358: Name: Crystal, Sprite: 16, SpriteFrame: 46, Color: 0
Item 360: Name: Dye(Indigo), Sprite: 6, SpriteFrame: 58, Color: 0
Item 361: Name: Dye(Crimson-Red), Sprite: 6, SpriteFrame: 61, Color: 0
Item 362: Name: Dye(Brown), Sprite: 6, SpriteFrame: 59, Color: 0
Item 363: Name: Dye(Gold), Sprite: 6, SpriteFrame: 60, Color: 0
Item 364: Name: Dye(Green), Sprite: 6, SpriteFrame: 62, Color: 0
Item 365: Name: Dye(Gray), Sprite: 6, SpriteFrame: 63, Color: 0
Item 366: Name: Dye(Aqua), Sprite: 6, SpriteFrame: 64, Color: 0
Item 367: Name: Dye(Pink), Sprite: 6, SpriteFrame: 65, Color: 0
Item 368: Name: Dye(Violet), Sprite: 6, SpriteFrame: 66, Color: 0
Item 369: Name: Dye(Blue), Sprite: 6, SpriteFrame: 67, Color: 0
Item 370: Name: Dye(Tan), Sprite: 6, SpriteFrame: 68, Color: 0
Item 371: Name: Dye(Khaki), Sprite: 6, SpriteFrame: 69, Color: 0
Item 372: Name: Dye(Yellow), Sprite: 6, SpriteFrame: 70, Color: 0
Item 373: Name: Dye(Red), Sprite: 6, SpriteFrame: 71, Color: 0
Item 374: Name: Dye(Black), Sprite: 6, SpriteFrame: 72, Color: 0
Item 375: Name: DecolorationPotion, Sprite: 6, SpriteFrame: 57, Color: 0
Item 380: Name: IceStormManual, Sprite: 6, SpriteFrame: 91, Color: 1
Item 381: Name: MassFireStrikeManual, Sprite: 6, SpriteFrame: 91, Color: 2
Item 382: Name: BloodyShockW.Manual, Sprite: 6, SpriteFrame: 91, Color: 2
Item 385: Name: HandAttackManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 386: Name: ShortSwordManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 390: Name: PowerGreenPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 391: Name: SuperGreenPotion, Sprite: 6, SpriteFrame: 5, Color: 0
Item 400: Name: AresdenHeroCape, Sprite: 20, SpriteFrame: 0, Color: 0
Item 401: Name: ElvineHeroCape, Sprite: 20, SpriteFrame: 1, Color: 0
Item 402: Name: Cape, Sprite: 20, SpriteFrame: 2, Color: 0
Item 403: Name: aHeroHelm(M), Sprite: 21, SpriteFrame: 7, Color: 0
Item 404: Name: aHeroHelm(W), Sprite: 21, SpriteFrame: 7, Color: 0
Item 405: Name: eHeroHelm(M), Sprite: 21, SpriteFrame: 6, Color: 0
Item 406: Name: eHeroHelm(W), Sprite: 21, SpriteFrame: 6, Color: 0
Item 407: Name: aHeroCap(M), Sprite: 21, SpriteFrame: 9, Color: 0
Item 408: Name: aHeroCap(W), Sprite: 21, SpriteFrame: 9, Color: 0
Item 409: Name: eHeroCap(M), Sprite: 21, SpriteFrame: 8, Color: 0
Item 410: Name: eHeroCap(W), Sprite: 21, SpriteFrame: 8, Color: 0
Item 411: Name: aHeroArmor(M), Sprite: 9, SpriteFrame: 8, Color: 0
Item 412: Name: aHeroArmor(W), Sprite: 13, SpriteFrame: 9, Color: 0
Item 413: Name: eHeroArmor(M), Sprite: 9, SpriteFrame: 7, Color: 0
Item 414: Name: eHeroArmor(W), Sprite: 13, SpriteFrame: 8, Color: 0
Item 415: Name: aHeroRobe(M), Sprite: 9, SpriteFrame: 10, Color: 0
Item 416: Name: aHeroRobe(W), Sprite: 13, SpriteFrame: 11, Color: 0
Item 417: Name: eHeroRobe(M), Sprite: 9, SpriteFrame: 9, Color: 0
Item 418: Name: eHeroRobe(W), Sprite: 13, SpriteFrame: 10, Color: 0
Item 419: Name: aHeroHauberk(M), Sprite: 7, SpriteFrame: 3, Color: 0
Item 420: Name: aHeroHauberk(W), Sprite: 11, SpriteFrame: 4, Color: 0
Item 421: Name: eHeroHauberk(M), Sprite: 7, SpriteFrame: 2, Color: 0
Item 422: Name: eHeroHauberk(W), Sprite: 11, SpriteFrame: 3, Color: 0
Item 423: Name: aHeroLeggings(M), Sprite: 8, SpriteFrame: 5, Color: 0
Item 424: Name: aHeroLeggings(W), Sprite: 12, SpriteFrame: 6, Color: 0
Item 425: Name: eHeroLeggings(M), Sprite: 8, SpriteFrame: 4, Color: 0
Item 426: Name: eHeroLeggings(W), Sprite: 12, SpriteFrame: 5, Color: 0
Item 427: Name: AresdenHeroCape+1, Sprite: 20, SpriteFrame: 3, Color: 0
Item 428: Name: ElvineHeroCape+1, Sprite: 20, SpriteFrame: 4, Color: 0
Item 429: Name: Cape+1, Sprite: 20, SpriteFrame: 5, Color: 0
Item 450: Name: Shoes, Sprite: 5, SpriteFrame: 0, Color: 0
Item 451: Name: LongBoots, Sprite: 5, SpriteFrame: 1, Color: 0
Item 453: Name: Shirt(M), Sprite: 7, SpriteFrame: 0, Color: 0
Item 454: Name: Hauberk(M), Sprite: 7, SpriteFrame: 1, Color: 0
Item 455: Name: LeatherArmor(M), Sprite: 9, SpriteFrame: 0, Color: 0
Item 456: Name: ChainMail(M), Sprite: 9, SpriteFrame: 1, Color: 0
Item 457: Name: ScaleMail(M), Sprite: 9, SpriteFrame: 2, Color: 0
Item 458: Name: PlateMail(M), Sprite: 9, SpriteFrame: 3, Color: 0
Item 459: Name: Trousers(M), Sprite: 8, SpriteFrame: 0, Color: 0
Item 460: Name: KneeTrousers(M), Sprite: 8, SpriteFrame: 1, Color: 0
Item 461: Name: ChainHose(M), Sprite: 8, SpriteFrame: 2, Color: 0
Item 462: Name: PlateLeggings(M), Sprite: 8, SpriteFrame: 3, Color: 0
Item 470: Name: Chemise(W), Sprite: 11, SpriteFrame: 0, Color: 0
Item 471: Name: Shirt(W), Sprite: 11, SpriteFrame: 1, Color: 0
Item 472: Name: Hauberk(W), Sprite: 11, SpriteFrame: 2, Color: 0
Item 474: Name: LongBodice(W), Sprite: 13, SpriteFrame: 1, Color: 0
Item 475: Name: LeatherArmor(W), Sprite: 13, SpriteFrame: 2, Color: 0
Item 476: Name: ChainMail(W), Sprite: 13, SpriteFrame: 3, Color: 0
Item 477: Name: ScaleMail(W), Sprite: 13, SpriteFrame: 4, Color: 0
Item 478: Name: PlateMail(W), Sprite: 13, SpriteFrame: 5, Color: 0
Item 479: Name: Skirt(W), Sprite: 12, SpriteFrame: 0, Color: 0
Item 480: Name: Trousers(W), Sprite: 12, SpriteFrame: 1, Color: 0
Item 481: Name: KneeTrousers(W), Sprite: 12, SpriteFrame: 2, Color: 0
Item 482: Name: ChainHose(W), Sprite: 12, SpriteFrame: 3, Color: 0
Item 483: Name: PlateLeggings(W), Sprite: 12, SpriteFrame: 4, Color: 0
Item 484: Name: Tunic(M), Sprite: 9, SpriteFrame: 4, Color: 0
Item 490: Name: BloodSword, Sprite: 1, SpriteFrame: 7, Color: 9
Item 491: Name: BloodAxe, Sprite: 15, SpriteFrame: 1, Color: 9
Item 492: Name: BloodRapier, Sprite: 1, SpriteFrame: 6, Color: 9
Item 500: Name: IronIngot, Sprite: 6, SpriteFrame: 76, Color: 0
Item 501: Name: SuperCoal, Sprite: 6, SpriteFrame: 88, Color: 0
Item 502: Name: UltraCoal, Sprite: 6, SpriteFrame: 88, Color: 0
Item 503: Name: GoldIngot, Sprite: 6, SpriteFrame: 74, Color: 0
Item 504: Name: SilverIngot, Sprite: 6, SpriteFrame: 75, Color: 0
Item 505: Name: BlondeIngot, Sprite: 6, SpriteFrame: 77, Color: 0
Item 506: Name: MithralIngot, Sprite: 6, SpriteFrame: 78, Color: 0
Item 507: Name: BlondeStone, Sprite: 6, SpriteFrame: 79, Color: 0
Item 508: Name: Mithral, Sprite: 6, SpriteFrame: 80, Color: 0
Item 511: Name: ArenaTicket, Sprite: 6, SpriteFrame: 89, Color: 0
Item 513: Name: ArenaTicket(2), Sprite: 6, SpriteFrame: 89, Color: 0
Item 515: Name: ArenaTicket(3), Sprite: 6, SpriteFrame: 89, Color: 0
Item 517: Name: ArenaTicket(4), Sprite: 6, SpriteFrame: 89, Color: 0
Item 520: Name: Bouquette, Sprite: 6, SpriteFrame: 81, Color: 0
Item 521: Name: FlowerBasket, Sprite: 6, SpriteFrame: 82, Color: 0
Item 522: Name: Flowerpot, Sprite: 6, SpriteFrame: 83, Color: 0
Item 530: Name: ArenaTicket(5), Sprite: 6, SpriteFrame: 89, Color: 0
Item 531: Name: ArenaTicket(6), Sprite: 6, SpriteFrame: 89, Color: 0
Item 532: Name: ArenaTicket(7), Sprite: 6, SpriteFrame: 89, Color: 0
Item 533: Name: ArenaTicket(8), Sprite: 6, SpriteFrame: 89, Color: 0
Item 534: Name: ArenaTicket(9), Sprite: 6, SpriteFrame: 89, Color: 0
Item 540: Name: DemonEye, Sprite: 6, SpriteFrame: 93, Color: 0
Item 541: Name: DemonHeart, Sprite: 6, SpriteFrame: 94, Color: 0
Item 542: Name: DemonMeat, Sprite: 6, SpriteFrame: 95, Color: 0
Item 543: Name: DemonLeather, Sprite: 6, SpriteFrame: 96, Color: 0
Item 544: Name: UnicornHeart, Sprite: 6, SpriteFrame: 97, Color: 0
Item 545: Name: UnicornHorn, Sprite: 6, SpriteFrame: 98, Color: 0
Item 546: Name: UnicornMeat, Sprite: 6, SpriteFrame: 99, Color: 0
Item 547: Name: UnicornLeather, Sprite: 6, SpriteFrame: 100, Color: 0
Item 548: Name: WerewolfHeart, Sprite: 6, SpriteFrame: 101, Color: 0
Item 549: Name: WerewolfNail, Sprite: 6, SpriteFrame: 102, Color: 0
Item 550: Name: WerewolfMeat, Sprite: 6, SpriteFrame: 103, Color: 0
Item 551: Name: WerewolfTail, Sprite: 6, SpriteFrame: 104, Color: 0
Item 552: Name: WerewolfTeeth, Sprite: 6, SpriteFrame: 105, Color: 0
Item 553: Name: WerewolfLeather, Sprite: 6, SpriteFrame: 106, Color: 0
Item 554: Name: WerewolfClaw, Sprite: 6, SpriteFrame: 107, Color: 0
Item 560: Name: BattleAxe, Sprite: 15, SpriteFrame: 6, Color: 0
Item 570: Name: RedCarp, Sprite: 6, SpriteFrame: 14, Color: 0
Item 571: Name: GreenCarp, Sprite: 6, SpriteFrame: 15, Color: 0
Item 572: Name: GoldCarp, Sprite: 6, SpriteFrame: 16, Color: 0
Item 573: Name: CrucianCarp, Sprite: 6, SpriteFrame: 12, Color: 0
Item 574: Name: BlueSeaBream, Sprite: 6, SpriteFrame: 84, Color: 0
Item 575: Name: Salmon, Sprite: 6, SpriteFrame: 85, Color: 0
Item 576: Name: RedSeaBream, Sprite: 6, SpriteFrame: 86, Color: 0
Item 577: Name: GrayMullet, Sprite: 6, SpriteFrame: 87, Color: 0
Item 580: Name: BattleAxe+1, Sprite: 15, SpriteFrame: 6, Color: 0
Item 581: Name: BattleAxe+2, Sprite: 15, SpriteFrame: 6, Color: 0
Item 582: Name: Sabre+2, Sprite: 1, SpriteFrame: 3, Color: 0
Item 590: Name: Robe(M), Sprite: 9, SpriteFrame: 5, Color: 0
Item 591: Name: Robe(W), Sprite: 13, SpriteFrame: 6, Color: 0
Item 600: Name: Helm(M), Sprite: 21, SpriteFrame: 0, Color: 0
Item 601: Name: FullHelm(M), Sprite: 21, SpriteFrame: 1, Color: 0
Item 602: Name: Helm(W), Sprite: 21, SpriteFrame: 0, Color: 0
Item 603: Name: FullHelm(W), Sprite: 21, SpriteFrame: 1, Color: 0
Item 610: Name: XelimaBlade, Sprite: 1, SpriteFrame: 13, Color: 0
Item 611: Name: XelimaAxe, Sprite: 1, SpriteFrame: 12, Color: 0
Item 612: Name: XelimaRapier, Sprite: 1, SpriteFrame: 14, Color: 0
Item 613: Name: SwordofMedusa, Sprite: 1, SpriteFrame: 16, Color: 0
